seri,model,titles,year,km,color,prices,date,location,"seri,model,titles,year,km,color,prices,date,location,""seri,model,titles,year,km,color,prices,date,location"""
,,,,,,,,,"Akyurt"","
,,,,,,,,,"Taycan,4S Performance Plus,HATASIZ 2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS 571HP+BOSE+SPORT,2020.0,6.975,Füme,4.950.000 TL,""07 Mart"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Üsküdar"","
,,,,,,,,,"Panamera,Panamera Diesel,-MAKINA VADI-2012 PANAMERA PLATINUM E.-RECARO-BOSE-VERGİ BARIŞI-,2012.0,144.74,Beyaz,3.050.000 TL,""07 Mart"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Sarıyer"","
,,,,,,,,,"Panamera,Panamera Diesel,2013MODEL PANAMERA DİESEL BLACK EDİTİON/KARBON/V­AKUM/HATASIZ.FU,2013.0,209.0,Siyah,2.965.000 TL,""07 Mart"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Bağcılar"","
,,,,,,,,,"Panamera,Panamera Diesel,MBA MOTORS HATASIZ BOYASIZ 40 BİN KM DE SIFIR PANAMERA,2015.0,40.0,Gri,6.650.000 TL,""07 Mart"
,,,,,,,,,"2023"",""Bursa"
,,,,,,,,,"Nilüfer"","
,,,,,,,,,"911,GT3,PAMIROL - 2022 - GT3,2022.0,6.95,Siyah,18.500.000 TL,""07 Mart"
,,,,,,,,,"2023"",""Bursa"
,,,,,,,,,"Mudanya"","
,,,,,,,,,"Taycan,Taycan,MAK AUTO 2021 PORSCHE TAYCAN PERFORMANCE PLUS 11KW BAYİ BOYASIZ,2021.0,9.6,Mavi,4.625.000 TL,""07 Mart"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Bakırköy"","
,,,,,,,,,"Panamera,Panamera 4S Diesel,""SAHİBİNDEN 2017 """"PORSCHE PANAMERA 4S DIESEL"""" TEBEŞİR GRİ 422 PS"",2017.0,182.0,Gri,6.750.000 TL,""07 Mart"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Başakşehir"","
,,,,,,,,,"Taycan,4S Performance Plus,Sahibinden hatasız,2020.0,22.0,Lacivert,4.890.000 TL,""07 Mart"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Üsküdar"","
,,,,,,,,,"Panamera,Panamera 4 Sport Turismo,GARAGE 2018 PORSCHE PANAMERA 4 SPORT TURISMO,2018.0,93.304,Gri,6.250.000 TL,""07 Mart"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Beykoz"","
,,,,,,,,,"Taycan,4S Performance Plus,ÇİFTKURTLAR PLAZA'DAN - 2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS,2020.0,8.0,Gri,5.090.000 TL,""07 Mart"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Sarıyer"","
,,,,,,,,,"Panamera,Panamera 4,2011 PORSCHE PANAMERA AİR+ISITMA+SOĞUT­MA+BOSE+CHORONE,2011.0,160.0,Beyaz,2.165.000 TL,""07 Mart"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Bağcılar"","
,,,,,,,,,"911,Targa 4 GTS,MERKAR - 2022 PORSCHE 911 Targa 4 GTS Beyaz-Bordo SATIŞ HAZIR...,2022.0,6.001,Beyaz,14.950.000 TL,""07 Mart"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Bakırköy"","
,,,,,,,,,"Panamera,Panamera GTS,SS MOTORS 2015 PANAMERA GTS-AIRMATIC-SPOR EGZOZ-CHRONO-KÖR NOKTA,2015.0,45.91,Gri,6.100.000 TL,""07 Mart"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Şişli"","
,,,,,,,,,"Cayman,Cayman,""""""ART"""" 2011 PORSCHE CAYMAN CHRONO_2.9 PDK_BAYİ_37.0­00KM_HATASIZ"",2011.0,37.0,Beyaz,2.350.000 TL,""07 Mart"
,,,,,,,,,"2023"",""Eskişehir"
,,,,,,,,,"Tepebaşı"","
,,,,,,,,,"911,Carrera 4S,""""""BODRUM OTO"""" 2006 PORSCHE 911 CARRERA 4S 355 HP 4WD"",2006.0,98.5,Siyah,2.665.000 TL,""07 Mart"
,,,,,,,,,"2023"",""Muğla"
,,,,,,,,,"Bodrum"","
,,,,,,,,,"Panamera,Panamera Diesel,Porshe panemera En dolusu,2015.0,97.5,Beyaz,4.550.000 TL,""07 Mart"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Bağcılar"","
,,,,,,,,,"Taycan,4S Performance,2020 PORSCHE TAYCAN 4S PERFORMANS,2020.0,60.0,Siyah,4.720.000 TL,""07 Mart"
,,,,,,,,,"2023"",""Ankara"
,,,,,,,,,"Yenimahalle"","
,,,,,,,,,"Panamera,Panamera Diesel,HATASIZ BOYASIZ,2013.0,115.0,Beyaz,3.700.000 TL,""07 Mart"
,,,,,,,,,"2023"",""Ankara"
,,,,,,,,,"Kahramankazan"","
,,,,,,,,,"Taycan,Turbo,DOĞUŞ ÇIKIŞLI HATASIZ BOYASIZ,2020.0,9.5,Beyaz,6.070.000 TL,""06 Mart"
,,,,,,,,,"2023"",""Adana"
,,,,,,,,,"Sarıçam"","
,,,,,,,,,"Cayman,S,| UNIQ AUTO | 2006 PORSCHE CAYMAN S SPORT CHRONO BAYİ,2006.0,114.4,Gri,1.485.000 TL,""06 Mart"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Ataşehir"","
,,,,,,,,,"Panamera,Panamera 4,2011 PANAMERA PDK + BOSE + PUSULA + CARBON DİREKSİYON,2011.0,170.0,Siyah,3.010.000 TL,""06 Mart"
,,,,,,,,,"2023"",""Antalya"
,,,,,,,,,"Serik"","
,,,,,,,,,"Boxster,Boxster,YILDIZ MOTORS'TAN PORSCHE BOXSTER 2.7 CABRİO EMSALSİZ,2001.0,150.0,Gri,1.375.000 TL,""06 Mart"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Ataşehir"","
,,,,,,,,,"Panamera,Panamera S,2010 PORSCHE PANAMERA S BAYİİ PDK HATASIZ 142.000 KM VADE OLUR,2010.0,142.0,Beyaz,3.050.000 TL,""06 Mart"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Bağcılar"","
,,,,,,,,,"Panamera,Panamera 4 Platinum Edition,EKİNCİLER'DEN BAYİ 2023 PANAMERA 4 PLATİNUM EDİTİON+AİRMATİC+FUL,2022.0,6.2,Siyah,14.950.000 TL,""06 Mart"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Bağcılar"","
,,,,,,,,,"Panamera,Panamera Diesel,REİS AUTO BAYİ ÇIKIŞLI HATASIZ BOYASIZ HASAR KAYITSIZ PORSCHE,2012.0,180.0,Siyah,3.600.000 TL,""06 Mart"
,,,,,,,,,"2023"",""Afyonkarahisar"
,,,,,,,,,"Merkez"","
,,,,,,,,,"Taycan,Turbo,İlk sahibinden,2020.0,27.0,Beyaz,5.100.000 TL,""06 Mart"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Bakırköy"","
,,,,,,,,,"911,Carrera 4S,-GARAGE 2008 PORSCHE 911 CARRERA 4S/BOSE/CHRONO/BAYİ,2008.0,68.64,Siyah,3.650.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Beykoz"","
,,,,,,,,,"Taycan,4S,TAYCAN 4S / PERFORMANCE PLUS / 2023 BAYİ ÇIKIŞLI / HATASIZ,2022.0,1.091,Gri,6.750.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Kadıköy"","
,,,,,,,,,"Panamera,Panamera 4 Platinum Edition,EDITION 2022 PANAMERA 4/MASAJ/AKS/SPOR EGSOZ,2022.0,6.001,Siyah,11.500.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Bakırköy"","
,,,,,,,,,"Panamera,Panamera Diesel,2012 polş Panemera platinum editlon ful paket,2012.0,171.0,Beyaz,3.025.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""Adana"
,,,,,,,,,"Seyhan"","
,,,,,,,,,"Panamera,Panamera Diesel,2014 PANAMERA DİESEL BAYİ-CHRONO-CARBON-4­ISITMA-300HP-20JANT,2014.0,140.0,Siyah,4.050.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""Manisa"
,,,,,,,,,"Salihli"","
,,,,,,,,,"Panamera,Panamera 4S,BT MOTORS 2011 PANAMERA 4S CRONO AIRMATIC SOĞUTMA VERGİ BARIŞLI,2011.0,125.0,Beyaz,2.590.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Esenyurt"","
,,,,,,,,,"Taycan,Turbo S,2021 PORSCHE TAYCAN TURBO S BAYİ,2021.0,6.5,Gümüş Gri,6.900.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""Ankara"
,,,,,,,,,"Etimesgut"","
,,,,,,,,,"718,Boxster,YENİKÖY MOTORS 2019 PORSCHE 718 BOXSTER - BOSE - BAYİ,2019.0,9.9,Gri,4.150.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Sarıyer"","
,,,,,,,,,"Panamera,Panamera Diesel,""""""""""GARDEN"""""""" BEYAZ/BEJ 170.000km'de VERGİ BARİSLİ HATASİZ"",2012.0,170.0,Beyaz,2.875.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Ataşehir"","
,,,,,,,,,"911,Turbo S,GENÇLER PLAZA-2018-911 -TURBOS-BAYİ-9 .800KM-GARANTİ DVM-BURMESTER,2018.0,9.8,Gri,15.850.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""Ankara"
,,,,,,,,,"Çankaya"","
,,,,,,,,,"Panamera,Panamera Diesel,2015 HATASIZ PORSCHE PANAMERA BAYİ ÇIKIŞLI DİESEL 300HP TAMDOLU,2015.0,140.5,Beyaz,4.290.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İzmir"
,,,,,,,,,"Gaziemir"","
,,,,,,,,,"911,Carrera 4 GTS,MARS CAR DAN 2022 CARRERA 4 GTS CABRIO-LFT-CAR­BN-SĞTM-SPREGZ %18,2022.0,0.0,Siyah,15.950.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Kadıköy"","
,,,,,,,,,"Taycan,4S Performance Plus,""Türkiye'deki en ucuz, en düşük km Doğuş çıkışlı Sahibinden"",2021.0,1.001,Siyah,6.295.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Kadıköy"","
,,,,,,,,,"Taycan,4S,Hatasız 2021 bayi,2021.0,34.0,Beyaz,6.000.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Arnavutköy"","
,,,,,,,,,"Taycan,Turbo S,EXTRALI TURBO S HEADUP+BURMESTER­+AKS+OTONOM+SERA­MİK+SOĞUTMA+360*,2021.0,6.1,Gri,8.400.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Üsküdar"","
,,,,,,,,,"Panamera,Panamera Diesel,Sahibinden Bakımları Yeni Yapılmış Makyajlı Kasa Panemare,2013.0,183.5,Beyaz,3.720.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""Antalya"
,,,,,,,,,"Muratpaşa"","
,,,,,,,,,"Panamera,Panamera Diesel,HATASIZ BOYASIZ BAYİ MARSHALA 184.000 KMde GARAJ ARABASI,2012.0,184.0,Beyaz,2.805.750 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Beykoz"","
,,,,,,,,,"718,Cayman,''ERN MOTORS''PORSCHE CAYMAN 2.0 PDK DOĞUŞ ÇIKIŞLI VE BAKIMLI,2020.0,18.0,Gri,4.650.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Esenyurt"","
,,,,,,,,,"718,Cayman,EMA MOTORS''2017 BAYİ 718 CAYMAN CHRONO SPOR EGZOZ HATASIZ PDK,2017.0,39.0,Gri,4.119.900 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Silivri"","
,,,,,,,,,"Panamera,Panamera 4,Türkiyede Tek Sahibinden Porsche,2011.0,154.0,Lacivert,3.450.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""Sakarya"
,,,,,,,,,"Erenler"","
,,,,,,,,,"911,Carrera S,Sadece Yabancıdan yabancıya sıfır gibi,2017.0,16.7,Gri,2.650.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Kadıköy"","
,,,,,,,,,"Panamera,Panamera Diesel,2012 PORSHE PANAMERA DİESEL HATASIZ BOYASIZ TAM ÖTV,2012.0,310.0,Beyaz,2.600.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""Ankara"
,,,,,,,,,"Keçiören"","
,,,,,,,,,"Panamera,Panamera 4 E-Hybrid,L&S MOTORS-2022 PORSCHE PANAMERA 4 E-HYBRİD HEAD UP+ARKA AKS HZR,2022.0,6.001,Siyah,13.190.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Beşiktaş"","
,,,,,,,,,"Panamera,Panamera 4S E-Hybrid,L&S MOTORS-2022 PORSCHE PANAMERA 4S E-HYBRİD ARKA AKS+HEAD UP,2022.0,6.001,Siyah,15.090.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Beşiktaş"","
,,,,,,,,,"Panamera,Panamera Diesel,2015 MODEL 165BİN KM ISITMA SOĞUTMA PUSULA İÇİ KIRMIZI BAYİ,2015.0,167.0,Beyaz,3.400.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Bağcılar"","
,,,,,,,,,"Panamera,Panamera Diesel,BAYİİ 2013/7. AY ÇIKIŞLI 70 BİN KM'DE 4 BÖLGE KLİMA+BOSE,2012.0,70.0,Siyah,3.515.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İzmir"
,,,,,,,,,"Kemalpaşa"","
,,,,,,,,,"Taycan,4S Performance Plus,2021 MODEL BOYASIZ CAM TAVAN 571 BG,2021.0,28.0,Gri,4.880.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""Batman"
,,,,,,,,,"Merkez"","
,,,,,,,,,"Panamera,Panamera Diesel,GÜLERYÜZ'DEN 2012 PORSCHE PANAMERA 3.0 DİESEL BAYİİ,2012.0,164.0,Siyah,2.350.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""Mersin"
,,,,,,,,,"Yenişehir"","
,,,,,,,,,"Panamera,Panamera Turbo,BAYİ ÇIKIŞ PANAMERA TURBO V8 500 HP TECHART+SERAM İK+AIR+CHRONO,2010.0,66.0,Gri,3.986.900 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Esenyurt"","
,,,,,,,,,"Panamera,Panamera Diesel,VİP OTO'DAN 2012 MODEL PORSCHE PANAMERA DİZEL BAYİ ÇIKIŞLI,2012.0,258.0,Beyaz,2.450.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""Ankara"
,,,,,,,,,"Akyurt"","
,,,,,,,,,"911,Turbo,SS MOTORS 2008 911 TURBO-600 HP-FACELIFT-CHR­ONO-BOSE-HAFIZA,2008.0,94.472,Siyah,3.950.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Şişli"","
,,,,,,,,,"911,GT3 RS,SS MOTORS BAYİ 2018 PORSCHE 911 GT3 RS-SERAMİK-CAR­BON-LIFT-BOSE,2018.0,10.265,Siyah,24.500.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Şişli"","
,,,,,,,,,"Panamera,Panamera 4 E-Hybrid,ICARUS MOTORS PORSHE PANAMERA 4E HYBRID/ MASAJ/SPORT DESIGN,2021.0,6.1,Siyah,11.550.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Avcılar"","
,,,,,,,,,"Taycan,Turbo S,mindusMOTORS TAYCAN TURBO S 760 HP KARBON SPORT DESİGN SERAMİK,2021.0,16.5,Kırmızı,9.150.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Esenyurt"","
,,,,,,,,,"Taycan,Turbo,""Sahibinden Arka aks,sport desing,hatasız,y­anyolcuekranı,4 bölge"",2020.0,27.0,Lacivert,5.370.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Eyüpsultan"","
,,,,,,,,,"Taycan,4 Cross Turismo,CİO MOTORS TAYCAN 4 CROSS 476 HP AİR- CHRONO-SOUND-ISI POM-21JNT,2022.0,6.75,Beyaz,6.950.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""İzmir"
,,,,,,,,,"Bornova"","
,,,,,,,,,"Panamera,Panamera Diesel,ÖZEL PLAKA VE SAHİBİNDEN,2012.0,270.0,Siyah,2.950.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""Ankara"
,,,,,,,,,"Etimesgut"","
,,,,,,,,,"Panamera,Panamera Diesel,""ARS MOTORS PORSCHE PANAMERA,SOĞUTMA,A İR,NAVİ,BOSE,FULL"",2012.0,240.0,Beyaz,2.475.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""Bursa"
,,,,,,,,,"Nilüfer"","
,,,,,,,,,"Panamera,Panamera Diesel,2012 MODEL HATASIZ BAYİ PANAMERA 3.0 DİZEL İÇİ BEJ,2012.0,230.0,Beyaz,2.500.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""Ankara"
,,,,,,,,,"Altındağ"","
,,,,,,,,,"911,Carrera 4S,Sahibinden temiz carrera 4 coupe,2015.0,65.0,Füme,7.500.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""Antalya"
,,,,,,,,,"Kemer"","
,,,,,,,,,"Taycan,4S Performance Plus,Yaşarlar Galeri Farkıyla..TAYCAN SPORT DESİNG 21 JANT İÇ KIRMIZI,2020.0,19.0,Beyaz,7.000.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""Konya"
,,,,,,,,,"Karatay"","
,,,,,,,,,"Panamera,Panamera 4,PORSCHE PANAMERA 4 BAYİİ BOSE-ISITMA HATASIZ BOYASIZ FULL+PAKET,2012.0,175.0,Siyah,3.150.000 TL,""02 Nisan"
,,,,,,,,,"2023"",""Yalova"
,,,,,,,,,"Merkez"","
,,,,,,,,,"Panamera,Panamera Turbo,Doğuş çıkışlı Bayi Bakımlı Sahibinden,2011.0,85.0,Siyah,3.400.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Kadıköy"","
,,,,,,,,,"Taycan,Turbo S,YETKİLİ BAYİDEN ŞİMDİ AL 3AY SONRA ÖDE KAMPANYALI PORSCHE TAYCAN,2020.0,11.0,Beyaz,6.600.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""İzmir"
,,,,,,,,,"Bornova"","
,,,,,,,,,"Panamera,Panamera Diesel,2015 BAYİ PORSCHE PANAMERA DIESEL 44.500 KM+NAVİ+BOS­E+SOĞUTMA+,2015.0,44.5,Beyaz,6.650.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""İzmir"
,,,,,,,,,"Gaziemir"","
,,,,,,,,,"Panamera,Panamera Diesel,KSB OTOMOTİV- DOĞUŞ ÇIKIŞLI HATASIZ 2014 PORSCHE PANAMERA DİESEL,2014.0,163.0,Kahverengi,4.070.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""Sakarya"
,,,,,,,,,"Serdivan"","
,,,,,,,,,"Panamera,Panamera Diesel,2012 PORSCHE PANAMERA DİESEL HATASIZ BOYASIZ BAYİİ ÇIKIŞLI,2012.0,268.0,Gri,2.520.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""Ankara"
,,,,,,,,,"Çankaya"","
,,,,,,,,,"Panamera,Panamera Diesel,BOSE-CARBON-4KOLTUK ISITMA-SOĞU­TMA-EĞLENCE PAKETİ-MAKAM-,2012.0,223.0,Beyaz,3.000.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""Batman"
,,,,,,,,,"Merkez"","
,,,,,,,,,"Panamera,Panamera Diesel,DEMİRHAN'DAN 2014 PORSCHE PANAMERA 300HP BOSE PUSULA BAYİ,2014.0,199.0,Beyaz,3.750.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""Denizli"
,,,,,,,,,"Pamukkale"","
,,,,,,,,,"Panamera,Panamera 4,//EMİN OTO DAN \\ PORŞ PANEMERA GTS TAM DOLU BAYİ,2011.0,250.0,Beyaz,2.350.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""Bingöl"
,,,,,,,,,"Merkez"","
,,,,,,,,,"Cayman,Cayman,KAYZEN'DEN PORSHE CAYMAN BAYİ ORİJİNAL 68 KM SİYAH-BEJ FULL...,2013.0,68.0,Siyah,2.290.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Bağcılar"","
,,,,,,,,,"Taycan,Turbo,PORSCHE TAYCAN TURBO UZATILMIŞ DOĞUŞ GARANTİLİ,2020.0,20.5,Siyah,6.350.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Maltepe"","
,,,,,,,,,"Panamera,Panamera Diesel,!!2012 PORSCHE PANAMERA 3.0d/BAYİ/PLATINIUM EDİTION!!,2012.0,278.0,Beyaz,2.980.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""Sakarya"
,,,,,,,,,"Erenler"","
,,,,,,,,,"Panamera,Panamera Diesel,MAKYAJLI TAM DOLU VERGİ BARIŞLI HATASIZ BOYASIZ İÇİ BEJ,2014.0,155.0,Beyaz,3.965.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""İzmir"
,,,,,,,,,"Bayraklı"","
,,,,,,,,,"Panamera,Panamera 4 E-Hybrid,ÇELİKLER LUXURY CARS,2021.0,20.218,Füme,11.500.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""Antalya"
,,,,,,,,,"Muratpaşa"","
,,,,,,,,,"Boxster,S,2009 MODEL 3.4 H 6 295 HP BOXSTER S PDK ŞANZIMAN 76500 KMDE,2009.0,76.5,Siyah,1.827.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Kadıköy"","
,,,,,,,,,"911,Carrera S,PORSCHE 911 CARRERA S PDK HATASIZ VERGİ BARIŞLI,2012.0,78.0,Siyah,5.540.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Kağıthane"","
,,,,,,,,,"Boxster,Boxster,2014 PORSCHE ORJİNAL SARI BOXSTER 51.000 KM HATASIZ,2014.0,51.0,Sarı,3.150.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""İzmir"
,,,,,,,,,"Karşıyaka"","
,,,,,,,,,"Taycan,Turbo S,TARGET MOTORS 2020 PORSCHE TAYCAN TURBOS BURMESTER+KA­RBONSERAMİK,2020.0,6.001,Beyaz,6.475.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Beşiktaş"","
,,,,,,,,,"Panamera,Panamera Diesel,TARGET MOTORS 2014 PORSCHE Panamera 3.0 D Tiptronic HATASIZ,2014.0,160.0,Siyah,4.250.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Beşiktaş"","
,,,,,,,,,"Panamera,Panamera Diesel,HGMOTORS PANEMARA+VERGİ BARIŞLI FACELİFT+KIRMIZI HATASIZ BOYASIZ,2012.0,217.0,Kırmızı,4.050.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""Adana"
,,,,,,,,,"Seyhan"","
,,,,,,,,,"Taycan,4S Performance Plus,TARGET MOTORS 2020 PORSCHE TAYCAN 4S PP AKS+BOSE+SĞT­M+HFZ+HEADUP,2020.0,6.335,Beyaz,5.100.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Beşiktaş"","
,,,,,,,,,"Panamera,Panamera Diesel,FAME MOTORS --- 2012 PORSCHE PANAMERA SOĞUTMA - PUSULA*,2012.0,140.0,Beyaz,3.000.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Ataşehir"","
,,,,,,,,,"Taycan,4S Performance Plus,EFH MOTORS TAN BAYİ 2021 4S PERFORMANCE PLUS %18 FATURA,2021.0,6.161,Siyah,10.000.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Ataşehir"","
,,,,,,,,,"Panamera,Panamera Diesel,AZAD MOTORS 2012 192 BİN KM'DE PLATİNUM EDİTİON 3.0 D TAM DOLU,2012.0,192.0,Siyah,2.695.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Sultanbeyli"","
,,,,,,,,,"Panamera,Panamera Diesel,HRN MOTORS'DAN 2014 ÇIKIŞLI BAYİ PANAMERA 300 HP TAM DOLU HTSZ,2013.0,138.0,Siyah,4.050.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""Elazığ"
,,,,,,,,,"Merkez"","
,,,,,,,,,"Panamera,Panamera Diesel,Rocco Motors 2014 PANAMERA DİESEL BAYİİ 300 HP 162.000 KM,2014.0,162.0,Siyah,3.475.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""Ankara"
,,,,,,,,,"Akyurt"","
,,,,,,,,,"Panamera,Panamera Diesel,3.0 PANAMERA,2012.0,250.0,Beyaz,3.150.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""Zonguldak"
,,,,,,,,,"Kozlu"","
,,,,,,,,,"Taycan,4S Performance Plus,İLK SAHİBİNDEN PORSCHE 2020 MODEL TAYCAN 4S PERFORMANCE 4S PLUS,2020.0,16.1,Siyah,5.500.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Bakırköy"","
,,,,,,,,,"Taycan,Taycan,TARGET MOTORS 2021 PORSCHE TAYCAN YOLCU EKRANI KLTK SOĞUTMA,2021.0,6.001,Siyah,4.850.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Beşiktaş"","
,,,,,,,,,"Taycan,Turbo S,L&S MOTORS-2020 PORSCHE TAYCAN TURBO S ARKA AKS+YOLCU EKRAN HAZR,2020.0,33.0,Siyah,6.790.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Beşiktaş"","
,,,,,,,,,"Panamera,Panamera Diesel,Tüm ağır bakımları yapıldı sorunsuz araç,2012.0,325.0,Beyaz,3.100.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Başakşehir"","
,,,,,,,,,"911,Carrera S,2012 911 CARRERA S-CHORONO-PDK-BOS­E-SUNROOF-BOYASIZ HATASIZ,2012.0,144.0,Beyaz,5.650.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""İstanbul"
,,,,,,,,,"Beykoz"","
,,,,,,,,,"Panamera,Panamera Diesel,HATASIZ dizel BEYAZ İÇİ MARSHAL ISITMA SOĞUTMA PUSULA,2012.0,245.0,Beyaz,2.650.000 TL,""01 Nisan"
,,,,,,,,,"2023"",""İzmir"
,,,,,,,,,"Buca"","
